id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
181,Q163689,Violin Concerto No. 1,musical work/composition,,1. Violinkonzert,Concierto para violín n.º 1 (Bruch),Concerto pour violon nº 1 de Bruch,Concerto per violino e orchestra (Bruch),ヴァイオリン協奏曲第1番 (ブルッフ)
182,Q2305473,Bodrum Mosque,mosque,جامع بودروم,Myrelaion,Mezquita de Bodrum,mosquée Bodrum,moschea Bodrum,
183,Q333980,Jumièges Abbey,abbey,,Abtei Jumièges,Abadía de Jumièges,abbaye de Jumièges,abbazia di Jumièges,ジュミエージュ修道院
184,Q736865,Zeus: Master of Olympus,video game,زيوس: السيد في أوليمبوس,Herrscher des Olymp – Zeus,Señor del Olimpo - Zeus,Le Maître de l'Olympe : Zeus,Signore dell'Olimpo - Zeus,
185,Q4115461,Prophet Joseph,television series,يوسف الصديق,Yousuf e Payambar,José el Profeta,Prophète Joseph,,
186,Q739122,Designing Women,television series,ديزاينينغ وومين,Mann muss nicht sein,,Femmes d'affaires et Dames de cœur,Quattro donne in carriera,浮気なおしゃれミディ
187,Q81689,The Da Vinci Code,literary work,شيفرة دا فينشي,Sakrileg,El código Da Vinci,Da Vinci Code,Il codice da Vinci,ダ・ヴィンチ・コード
188,Q4186950,The Man in the Moone,literary work,,,El hombre en la Luna,L’Homme dans la lune,The Man in the Moone,月の男
189,Q334038,Marienstatt Abbey,monastery,,Zisterzienserkloster Marienstatt,,,,
190,Q9056689,alphabet pasta,food,معكرونة الحروف,Buchstabennudeln,pasta de letras,pâte alimentaire alphabet,Alfabeto (pasta),アルファベットパスタ
191,Q650855,Detroit Tigers,baseball team,ديترويت تايجرز,Detroit Tigers,Detroit Tigers,Tigers de Détroit,Detroit Tigers,デトロイト・タイガース
192,Q759,New Hampshire,U.S. state,نيوهامبشير,New Hampshire,Nuevo Hampshire,New Hampshire,New Hampshire,ニューハンプシャー州
193,Q17512899,Dan Leno and the Limehouse Golem,literary work,دان لينو والغول الجيري,,,Le Golem de Londres,,切り裂き魔ゴーレム
194,Q7446942,Seishiro Kato,human,,Seishirō Katō,Seishirō Katō,Seishirō Katō,Seishirō Katō,加藤清史郎
195,Q1402878,The Birthday,hardback,ذا بيرثداي,,,,Bāsudei,バースデイ
196,Q78635,Archduke Felix of Austria,human,أرشيدوق فيليكس من النمسا,Felix Habsburg-Lothringen,Félix de Hasburgo,Félix de Habsbourg-Lorraine,Felice d'Asburgo-Lorena,フェリックス・ハプスブルク＝ロートリンゲン
197,Q1258295,Thirty Seconds Over Tokyo,film,,Dreißig Sekunden über Tokio,Treinta segundos sobre Tokio,Trente Secondes sur Tokyo,Missione segreta,東京上空三十秒
198,Q10230,Bharatiya Janata Party,political party,حزب بهاراتيا جاناتا,Bharatiya Janata Party,Partido Popular Indio,Bharatiya Janata Party,Partito Popolare Indiano,インド人民党
199,Q1812482,Everybody's Changing,single,,Everybody's Changing,Everybody's Changing,Everybody's Changing,Everybody's Changing,
200,Q32522,Jennifer Aniston,human,جينيفر أنيستون,Jennifer Aniston,Jennifer Aniston,Jennifer Aniston,Jennifer Aniston,ジェニファー・アニストン
201,Q3301984,Man's Best Friend,film,,Der Tod kommt auf vier Pfoten,,"Max, le meilleur ami de l'homme",,未確認生命体 MAX/マックス
202,Q34664,Hiroshima,city designated by government ordinance,هيروشيما,Hiroshima,Hiroshima,Hiroshima,Hiroshima,広島市
203,Q435016,"Augustus, Elector of Saxony",human,أغسطس، ناخب ساكسونيا,August von Sachsen,Augusto de Sajonia,Auguste Ier,Augusto I di Sassonia,アウグスト
204,Q41644,Warsaw Pact,international organization,حلف وارسو,Warschauer Pakt,Pacto de Varsovia,Pacte de Varsovie,patto di Varsavia,ワルシャワ条約機構
205,Q1056344,Florence Charterhouse,Carthusian monastery,,Certosa San Lorenzo di Galluzzo,La cartuja de Florencia,chartreuse de Galluzzo,certosa di Firenze,
206,Q5800956,Basilica of the National Shrine of Our Lady of Coromoto,minor basilica,,Basilika Unserer Lieben Frau von Coromoto,Santuario Nacional Nuestra Señora de Coromoto,basilique Notre-Dame-de-Coromoto,,
207,Q23884740,Luke Combs,human,لوك كومبز,Luke Combs,Luke Combs,Luke Combs,Luke Combs,ルーク・コムズ
208,Q1534510,The Devil's Rejects,film,منبوذو الشيطان,The Devil’s Rejects,The Devil's Rejects,The Devil's Rejects,La casa del diavolo,デビルズ・リジェクト マーダー・ライド・ショー2
209,Q354639,Minolta SR-mount,technical standard,,Minolta SR-Bajonett,,Monture Minolta SR,attacco Minolta SR,
210,Q1909623,Matthew Stover,human,ماثيو ستوفر,Matthew Stover,Matthew Stover,Matthew Stover,Matthew Stover,
211,Q210210,"Concerto for Piano and Orchestra no. 2 in F minor, op. 21",musical work/composition,,2. Klavierkonzert,Concierto para piano n.º 2,Concerto pour piano nº 2 de Chopin,Concerto per pianoforte n. 2 op. 21,ピアノ協奏曲第2番
212,Q324119,Volkenroda Abbey,monastery,,Zisterzienserkloster Volkenroda,,monastère de Volkenroda,,
213,Q2757215,2008 Masters Tournament,Masters Tournament,,,,Masters de golf de 2008,,2008マスターズ・トーナメント
214,Q17027987,The Rogue Prince,literary work,الأمير المارق,,El Príncipe Pícaro,,,王弟
215,Q280872,Timon of Phlius,human,,Timon von Phleius,Timón el Silógrafo,Timon de Phlionte,Timone di Fliunte,プリウスのティモン
216,Q17,Japan,sovereign state,اليابان,Japan,Japón,Japon,Giappone,日本
217,Q695405,Rumours,album,,Rumours,Rumours,Rumours,Rumours,噂
218,Q930276,Lombard Street,architectural landmark,شارع لومبارد,Lombard Street,Lombard Street,Lombard Street,Lombard Street,ロンバード・ストリート
219,Q322678,Our Lady of Altötting,chapel,,Gnadenkapelle,Capilla de Nuestra Señora de Altötting,sanctuaire Notre-Dame d'Altötting,cappella delle Grazie,アルテッティングの聖母巡礼聖堂
220,Q919407,wicked fairy godmother,folklore character,,Karabossa,,fée Carabosse,Fata cattiva,
221,Q5117080,Church of Saint Anthony of the Germans,Catholic church building,,,Iglesia de San Antonio de los Alemanes,église St Antoine des Allemands,chiesa di Sant'Antonio degli Alemanni,サン・アントニオ・デ・ロス・ポルトゥゲーセス聖堂
222,Q19320,The Little Devil,film,,Ein himmlischer Teufel,Il piccolo diavolo,Le Petit Diable,Il piccolo diavolo,
223,Q235128,"Infanta María de las Mercedes, Countess of Barcelona",human,الأميرة ماريا مرسيديس دي الصقليتين,María de las Mercedes de Borbón y Orléans,María de las Mercedes de Borbón,María de las Mercedes de Bourbon-Siciles,Maria di Borbone,マリア・デ・ラス・メルセデス・デ・ボルボーン＝ドス・シシリアス
224,Q246511,Symphony No. 6,musical work/composition,,6. Sinfonie,Sinfonía n.º 6,Symphonie nº 6 de Prokofiev,Sinfonia n. 6 (Prokof'ev),交響曲第6番
225,Q3230961,Underworld U.S.A.,film,,Alles auf eine Karte,,Les Bas-fonds new-yorkais,La vendetta del gangster,殺人地帯U・S・A
226,Q641315,Spirit: Stallion of the Cimarron,animated film,سبيريت: حصان من سيمارون,Spirit – Der wilde Mustang,Spirit: el corcel indomable,"Spirit, l'étalon des plaines",Spirit - Cavallo selvaggio,スピリット
227,Q260205,The Jungle,literary work,الأدغال,Der Dschungel,La Jungla,La Jungle,La giungla,ジャングル
228,Q271725,Mr. Olympia,recurring sporting event,مستر أولمبيا,Mr. Olympia,Mister Olympia,Mr. Olympia,Mister Olympia,ミスター・オリンピア
229,Q599095,Deep Blue Sea,film,بحر ازرق عميق,Deep Blue Sea,Deep Blue Sea,Peur bleue,Blu profondo,ディープ・ブルー
230,Q3687260,Consider the Lobster,written work,,,Hablemos de langostas,Considérations sur le homard,Considera l'aragosta,
231,Q3772823,Wang Xifeng,fictional human,,,,Wang Phénix triomphal,,王熙鳳
232,Q2551859,Miraflores Charterhouse,Carthusian monastery,,Kartause Miraflores,Cartuja de Santa María de Miraflores,chartreuse Santa María de Miraflores,certosa di Miraflores,
233,Q263203,red cabbage,taxon,ملفوف أحمر,Rotkohl,col lombarda,chou rouge,cavolo rosso,赤キャベツ
234,Q31190329,Taksim Mosque,mosque,مسجد تقسيم,Taksim-Moschee,,,Moschea di Taksim,タクスィムモスク
235,Q2042566,Farmer in the Sky,literary work,,Pioniere im Weltall,El granjero de las estrellas,Pommiers dans le ciel,Pionieri dello spazio,ガニメデの少年
236,Q296555,"Philippe, Duke of Orléans",human,فيليب الأول، دوق أورليان,"Philippe I. de Bourbon, duc d’Orléans",Felipe I de Orleans,Philippe d'Orléans,Filippo I di Borbone-Orléans,フィリップ1世
237,Q2283930,Venusaur,grass-type Pokémon,,Bisaflor,Venusaur,Florizarre,Venusaur,フシギバナ
238,Q151114,The Wall,album,ذا وول,The Wall,The Wall,The Wall,The Wall,ザ・ウォール
239,Q225373,Kykkos Monastery,monastery,دير كيكوس,Kloster Kykkos,Monasterio de Kikkos,monastère de Kykkos,Monastero di Kykkos,キッコス修道院
240,Q1091065,Weirdsister College,television series,,Die Hochschule der Komischen Schwestern,,,,ウィアードシスターズ・カレッジ
241,Q333912,Floreffe Abbey,monastery,,Abtei Floreffe,,abbaye de Floreffe,,
242,Q1105407,Curious George,fictional monkey,,Coco – Der neugierige Affe,Jorge el curioso,Georges le singe,,ひとまねこざる
243,Q23010088,Spider-Man: Homecoming,film,الرجل العنكبوت: العودة للوطن,Spider-Man: Homecoming,Spider-Man: Homecoming,Spider-Man: Homecoming,Spider-Man: Homecoming,スパイダーマン:ホームカミング
244,Q59346,The Mortal Instruments: City of Bones,film,الأدوات المميتة: مدينة العظام,Chroniken der Unterwelt – City of Bones,Cazadores de sombras: Ciudad de hueso,The Mortal Instruments : La Cité des ténèbres,Shadowhunters - Città di ossa,シャドウハンター
245,Q69319,John Kasich,human,جون كيسيك,John Kasich,John Kasich,John Kasich,John Kasich,ジョン・ケーシック
246,Q1994481,Bullet Bill,fictional species,,Kugel Willi,Bill Bala,,Pallottolo Bill,キラー (ゲームキャラクター)
247,Q1124,Bill Clinton,human,بيل كلينتون,Bill Clinton,Bill Clinton,Bill Clinton,Bill Clinton,ビル・クリントン
248,Q467,woman,adult,امرأة,Frau,mujer,femme,donna,女性
249,Q940186,Breakheart Pass,film,,Nevada Pass,Nevada Express,Le Solitaire de Fort Humboldt,Io non credo a nessuno,軍用列車
250,Q85808226,The Queen's Gambit,miniseries,مناورة الملكة,Das Damengambit,Gambito de Reina,Le Jeu de la dame,La regina degli scacchi,クイーンズ・ギャンビット (ドラマ)
251,Q3235392,The Rediscovery of Man,written work,,,,Les Seigneurs de l'instrumentalité,,
252,Q2471799,Ketchaoua Mosque,mosque,جامع كتشاوة,Ketschawa-Moschee,Mezquita de Ketchaoua,mosquée Ketchaoua,moschea Ketchaoua,
253,Q188,German,language,الألمانية,Deutsch,alemán,allemand,tedesco,ドイツ語
254,Q905,Franz Kafka,human,فرانس كافكا,Franz Kafka,Franz Kafka,Franz Kafka,Franz Kafka,フランツ・カフカ
255,Q105620963,I am Jalaliddin,television series,منديرمان جلال الدين,Mendirman Jaloliddin,,,,
256,Q1265755,The Theory of the Leisure Class,written work,نظرية الطبقة المترفة,Theorie der feinen Leute,Teoría de la clase ociosa,Théorie de la classe de loisir,,有閑階級の理論
257,Q1758561,Serenade for Strings,musical work/composition,,,Serenata para cuerdas (Dvořák),Sérénade pour cordes,Serenata per archi,弦楽セレナーデ
258,Q2891563,Batman & Dracula trilogy,graphic novel,ثلاثية باتمان ودراكولا,,Batman & Drácula: lluvia roja,Batman et Dracula : Pluie de sang,Batman: Vampiro,
259,Q833178,Schäftlarn Abbey,abbey,,Prämonstratenserstift Schäftlarn,Abadía de Schäftlarn,abbaye de Schäftlarn,,シェフトラルン修道院
260,Q164177,Phoenix Suns,basketball team,فينيكس صنز,Phoenix Suns,Phoenix Suns,Suns de Phoenix,Phoenix Suns,フェニックス・サンズ
261,Q1645774,House Greyjoy,fictional noble family,آل غريجوي,,Casa Greyjoy,,Casa Greyjoy,
262,Q820238,21 Hours at Munich,film,21 ساعة في ميونخ,Die 21 Stunden von München,21 horas en Munich,Les 21 Heures de Munich,21 ore a Monaco,テロリスト・黒い九月
263,Q3477975,"Sixteen Waltzes, Op. 39",musical work/composition,,Sechzehn Walzer für Klavier,"Dieciséis valses, op. 39",Seize valses pour piano à quatre mains,Sedici valzer,ワルツ集 (ブラームス)
264,Q361149,Gene Wolfe,human,جين ولف,Gene Wolfe,Gene Wolfe,Gene Wolfe,Gene Wolfe,ジーン・ウルフ
265,Q71084,First French Empire,historical country,الإمبراطورية الفرنسية الأولى,Erstes Kaiserreich,Primer Imperio francés,Premier Empire français,Primo Impero francese,フランス第一帝政
266,Q1048557,Maeterlinck's Blue Bird: Tyltyl and Mytyl's Adventurous Journey,anime television series,,Mêterurinku no aoi tori: Chiruchiru Michiru no bôken ryokô,,L'Oiseau bleu,L'uccellino azzurro,メーテルリンクの青い鳥 チルチルミチルの冒険旅行
267,Q1670321,St. George Utah Temple,temple,,St.-George-Utah-Tempel,Templo de St. George,temple mormon de Saint George,,
268,Q3490244,Cello Sonata No. 2,musical work/composition,,,,Sonate pour violoncelle et piano nº 2,,チェロソナタ第2番 (メンデルスゾーン)
269,Q3390587,Agent J,comics character,,Agent J,Agente J,Agent J,Agente J,エージェントJ
270,Q6534,French Revolution,historical event,الثورة الفرنسية,Französische Revolution,Revolución francesa,Révolution française,rivoluzione francese,フランス革命
271,Q168562,Command & Conquer,video game series,كوماند أند كنكر,Command & Conquer,Command & Conquer,Command and Conquer,Command & Conquer,コマンド&コンカー
272,Q2820392,St. Joseph's Abbey,Trappist monastery,,Trappistenabtei Spencer,abadía de San José,abbaye Saint-Joseph,,セントジョゼフ修道院
273,Q6167871,The Spiral Road,film,,Am Schwarzen Fluss,Camino de la jungla,L'Homme de Bornéo,La strada a spirale,
274,Q3202654,The Female Man,literary work,,Planet der Frauen,El hombre hembra,L'Autre Moitié de l'homme,,フィーメール・マン
275,Q214050,"Frederick V, Landgrave of Hesse-Homburg",human,,Friedrich V.,Federico V de Hesse-Homburg,Frédéric V de Hesse-Hombourg,Federico V d'Assia-Homburg,フリードリヒ5世
276,Q1245538,Dormition Abbey,abbey,كنيسة رقاد السيدة العذراء,Dormitio-Abtei,abadía de Hagia María,abbaye de la Dormition de Jérusalem,basilica della Dormizione di Maria,聖母昇天修道院
277,Q1215227,The War Lord,film,,Die Normannen kommen,El señor de la guerra,Le Seigneur de la guerre,Il principe guerriero,大将軍
278,Q1156068,Violin Concerto,musical work/composition,,Violinkonzert,Concierto para violín,Concerto pour violon de Brahms,Concerto per violino e orchestra,ヴァイオリン協奏曲
279,Q107392376,The Longest Night,television series,الليلة الأطول,Die längste Nacht,La noche más larga,La nuit sera longue,,
280,Q435978,"Albert IV, Duke of Austria",human,ألبرت الرابع، دوق النمسا,Albrecht IV.,Alberto IV de Austria,Albert IV d'Autriche,Alberto IV d'Asburgo,アルブレヒト4世
281,Q1635605,Cuthbert Calculus,fictional human,,Professor Bienlein,Silvestre Tornasol,Professeur Tournesol,Professor Trifone Girasole,ビーカー教授
282,Q110920339,Into the Wind,film,,Hart am Wind,,,Le onde dell'amore,
283,Q6945142,My Cat from Hell,television program,,Der Katzenflüsterer,Mi Gato Endemoniado,,Il mio gatto è indemoniato,猫ヘルパー 猫のしつけ教えます
284,Q191764,Khmer Rouge,organization,الخمير الحمر,Rote Khmer,Jemeres Rojos,Khmers rouges,Khmer rossi,クメール・ルージュ
285,Q997715,Monastery of St Saviour,friary,دير المخلص,Salvatorkirche,Monasterio de San Salvador,,Convento di San Salvatore,聖救世主修道院
286,Q2299857,Dante's Inferno,video game,,Dante’s Inferno,Dante's Inferno,Dante's Inferno,Dante's Inferno,ダンテズ・インフェルノ 〜神曲 地獄篇〜
287,Q1197765,"The origin of the family, private property and the state",literary work,أصل العائلة والملكية الخاصة والدولة,"Der Ursprung der Familie, des Privateigentums und des Staats","El origen de la familia, la propiedad privada y el Estado","L'Origine de la famille, de la propriété privée et de l'État","L'origine della famiglia, della proprietà privata e dello Stato",家族・私有財産・国家の起源
