source,target
NFL*|*Tampa Bay Buccaneers,National Football League*|*Buccaneers de Tampa Bay
,
Olympic Games*|*Olympic Games,Jeux olympiques antiques*|*Jeux olympiques antiques
,
USA*|*Milwaukee Bucks,États-Unis*|*Bucks de Milwaukee
Liverpool*|*Egypt,Liverpool FC*|*Égypte
British*|*Association of Tennis Professionals,britannique*|*Association of Tennis Professionals
American*|*Lakers*|*MVP,Américains*|*Lakers de Los Angeles*|*NBA Most Valuable Player
Bronx*|*New York,Bronx*|*New York
Jacksonville Jaguars*|*NFL,Jaguars de Jacksonville*|*National Football League
U.S.*|*Grand Rapids*|*Michigan,États-Unis*|*Grand Rapids*|*lac Michigan
"U.S.*|*Washington, D.C.",États-Unis*|*Washington
U.S.*|*Portland*|*Oregon,États-Unis*|*Portland*|*Oregon
US*|*Olympics*|*Brooklyn Nets,États-Unis*|*Jeux olympiques*|*Nets de Brooklyn
US*|*Olympics*|*TD Garden*|*Boston,États-Unis*|*Jeux olympiques*|*TD Garden*|*Boston
US*|*Portland Thorns FC,États-Unis*|*Thorns de Portland
,
,
NFL*|*USA,National Football League*|*États-Unis
American*|*Olympic Games,Américains*|*Jeux olympiques antiques
New England,Nouvelle-Angleterre
NFL*|*Heisman Trophy,National Football League*|*trophée Heisman
Tampa Bay Buccaneers,Buccaneers de Tampa Bay
,
Seattle Seahawks,Seahawks de Seattle
Carolina Panthers,Panthers de la Caroline
Olympics,Jeux olympiques
,
,
Heisman Trophy,trophée Heisman
Notre Dame Fighting Irish,Fighting Irish de Notre Dame
Atlanta Braves,Braves d'Atlanta
New York Yankees,Yankees de New York
Philadelphia Phillies,Phillies de Philadelphie
Philadelphia Phillies,Phillies de Philadelphie
Philadelphia Phillies,Phillies de Philadelphie
Philadelphia Phillies,Phillies de Philadelphie
LA Lakers,Lakers de Los Angeles
World Series,Série mondiale
,
World Series,Série mondiale
World Series,Série mondiale
,
,
World Series,Série mondiale
New England Patriots,Patriots de la Nouvelle-Angleterre
Chicago White Sox,White Sox de Chicago
,
World Cup,Coupe du monde de football
World Series,Série mondiale
NFL,National Football League
NFL*|*Heisman Trophy,National Football League*|*trophée Heisman
Stanley Cup,coupe Stanley
Super Bowl*|*Green Bay Packers,Super Bowl*|*Packers de Green Bay
San Francisco Giants*|*World Series,Giants de San Francisco*|*Série mondiale
Super Bowl*|*San Francisco 49ers,Super Bowl*|*49ers de San Francisco
Yankees,Américains
Denver Broncos*|*Super Bowl,Broncos de Denver*|*Super Bowl
France*|*World Cup,Cinquième République*|*Coupe du monde de football
African*|*England,Africains*|*royaume d'Angleterre
England,royaume d'Angleterre
Phillies*|*World Series,Phillies de Philadelphie*|*Série mondiale
Chicago White Sox,White Sox de Chicago
,
,
World Series,Série mondiale
NBA*|*Shaquille O'Neal,National Book Award*|*Shaquille O'Neal
NBA*|*Shaquille O'Neal,National Book Award*|*Shaquille O'Neal
Michael Phelps,Michael Phelps
Usain Bolt,Usain Bolt
Grand Slam,Grand Chelem de tennis
Australian Open,Open d'Australie
New York Knicks,Knicks de New York
Major League Baseball,Ligue majeure de baseball
Jacksonville Jaguars,Jaguars de Jacksonville
Jacksonville Jaguars,Jaguars de Jacksonville
African American*|*American,Afro-Américains*|*Américains
African American,Afro-Américains
Summer Olympics,Jeux olympiques d’été
,
Winter Olympics,Jeux olympiques d’hiver
,
,
,
,
Australian Open,Open d'Australie
Stanley Cup,coupe Stanley
,
,
,
World Series,Série mondiale
Olympics,Jeux olympiques
,
Olympics,Jeux olympiques
,
,
Olympics,Jeux olympiques
Grand Slam,Grand Chelem de tennis
,
Summer Olympics,Jeux olympiques d’été
World Series,Série mondiale
MLB*|*World Series,Ligue majeure de baseball*|*Série mondiale
NHL*|*Stanley Cup,Ligue nationale de hockey*|*coupe Stanley
,
Olympics,Jeux olympiques
NHL,Ligue nationale de hockey
,
Formula 1,Formule 1
,
Seattle Seahawks,Seahawks de Seattle
Cleveland Browns,Browns de Cleveland
Baltimore Orioles,Orioles de Baltimore
Mick Schumacher,Mick Schumacher
Tom Brady*|*New Orleans Saints,Tom Brady*|*Saints de La Nouvelle-Orléans
Dan Marino*|*Miami Dolphins,Dan Marino*|*Dolphins de Miami
Atlanta Falcons*|*Super Bowl,Falcons d'Atlanta*|*Super Bowl
Milwaukee Bucks*|*NBA Finals,Bucks de Milwaukee*|*Finales NBA
U.S.*|*Tokyo Olympics,États-Unis*|*Jeux olympiques d'été de 2020
Alex Rodriguez,Alex Rodriguez
LeBron James*|*Phoenix Suns,LeBron James*|*Suns de Phoenix
,
USA*|*World Cup,États-Unis*|*Coupe du monde de football
Texas Rangers*|*World Series*|*MLB,Rangers du Texas*|*Série mondiale*|*Ligue majeure de baseball
Tom Brady*|*New England Patriots,Tom Brady*|*Patriots de la Nouvelle-Angleterre
Kansas City Chiefs*|*Super Bowl,Chiefs de Kansas City*|*Super Bowl
Bobby Wagner*|*Seattle Seahawks,Bobby Wagner*|*Seahawks de Seattle
Corey Linsley*|*Los Angeles Chargers,Corey Linsley*|*Chargers de Los Angeles
New York Mets,Mets de New York
New York Yankees,Yankees de New York
Phoenix Suns*|*NBA Finals,Suns de Phoenix*|*Finales NBA
Los Angeles Dodgers*|*2020 World Series,Dodgers de Los Angeles*|*Série mondiale 2020
Philadelphia Eagles*|*Super Bowl,Eagles de Philadelphie*|*Super Bowl
,
New York Jets*|*Super Bowl,Jets de New York*|*Super Bowl
Kansas City Chiefs*|*Super Bowl,Chiefs de Kansas City*|*Super Bowl
Olympics,Jeux olympiques
Olympics,Jeux olympiques
Stanley Cup,coupe Stanley
Cleveland Browns*|*Super Bowl,Browns de Cleveland*|*Super Bowl
Seattle Seahawks*|*Super Bowl,Seahawks de Seattle*|*Super Bowl
Los Angeles Dodgers*|*World Series,Dodgers de Los Angeles*|*Série mondiale
Houston Rockets,Rockets de Houston
San Francisco 49ers*|*Super Bowl,49ers de San Francisco*|*Super Bowl
Peyton Manning*|*Denver Broncos,Peyton Manning*|*Broncos de Denver
Aaron Rodgers*|*Green Bay Packers,Aaron Rodgers*|*Packers de Green Bay
Michael Phelps*|*Olympics*|*Rio de Janeiro,Michael Phelps*|*Jeux olympiques*|*Rio de Janeiro
Atlanta Braves*|*World Series,Braves d'Atlanta*|*Série mondiale
Wayne Gretzky*|*Washington Capitals,Wayne Gretzky*|*Capitals de Washington
Green Bay Packers*|*Super Bowl I,Packers de Green Bay*|*Super Bowl I
China*|*Olympics,république populaire de Chine*|*Jeux olympiques
Montreal Canadiens,Canadiens de Montréal
Detroit Red Wings*|*NHL,Red Wings de Détroit*|*Ligue nationale de hockey
Shaq*|*Lakers,Shaquille O'Neal*|*Lakers de Los Angeles
,
San Francisco 49ers*|*Super Bowl,49ers de San Francisco*|*Super Bowl
U.S.*|*FIFA World Cup,États-Unis*|*Coupe du monde de football
Pittsburgh Penguins,Penguins de Pittsburgh
Toronto Maple Leafs,Maple Leafs de Toronto
World Series,Série mondiale
Michael Phelps*|*Summer Olympics,Michael Phelps*|*Jeux olympiques d’été
Green Bay Packers*|*Super Bowl,Packers de Green Bay*|*Super Bowl
New England Patriots*|*Pittsburgh Steelers,Patriots de la Nouvelle-Angleterre*|*Steelers de Pittsburgh
Michael Phelps*|*Olympics,Michael Phelps*|*Jeux olympiques
San Francisco 49ers*|*Super Bowl LIV,49ers de San Francisco*|*Super Bowl LIV
Boston Bruins*|*Stanley Cup,Bruins de Boston*|*coupe Stanley
LeBron James*|*Los Angeles Lakers,LeBron James*|*Lakers de Los Angeles
Russell Westbrook*|*Brooklyn Nets,Russell Westbrook*|*Nets de Brooklyn
Atlanta Falcons*|*Super Bowl,Falcons d'Atlanta*|*Super Bowl
NBA*|*California,National Book Award*|*Californie
Pittsburgh Steelers*|*Super Bowl,Steelers de Pittsburgh*|*Super Bowl
,
Michael Phelps*|*Summer Olympics,Michael Phelps*|*Jeux olympiques d’été
New York Yankees*|*World Series,Yankees de New York*|*Série mondiale
NHL*|*Hart Memorial Trophy,Ligue nationale de hockey*|*trophée Hart
Pride and Prejudice*|*Sense and Sensibility,Orgueil et Préjugés*|*Raison et Sentiments
George Orwell*|*Animal Farm,George Orwell*|*La Ferme des animaux
Twilight*|*Goosebumps,"Twilight, chapitre I : Fascination*|*Chair de poule"
Animal Farm,La Ferme des animaux
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Catcher in the Rye*|*To Kill a Mockingbird,L'Attrape-cœurs*|*Ne tirez pas sur l'oiseau moqueur
Little Women*|*Pride and Prejudice,Les Quatre Filles du docteur March*|*Orgueil et Préjugés
The Chronicles of Narnia*|*Twilight,"Le Monde de Narnia*|*Twilight, chapitre I : Fascination"
The Catcher in the Rye,L'Attrape-cœurs
"The Hitchhiker's Guide to the Galaxy*|*Life, the Universe and Everything","Le Guide du voyageur galactique*|*La Vie, l'Univers et le Reste"
Dragonlance,Lancedragon
The Death Cure,Le Remède mortel
Bible,Bible
Huckleberry Finn*|*Civil War,Les Aventures de Huckleberry Finn*|*guerre de Sécession
The Jungle,La Jungle
Cujo*|*Pet Sematary,Conjuring : Les Dossiers Warren*|*Simetierre
Catch-22*|*Silent Spring,Catch 22*|*Printemps silencieux
Twilight*|*Harry Potter and the Sorcerer's Stone,"Twilight, chapitre I : Fascination*|*Harry Potter à l'école des sorciers"
Northanger Abbey*|*Jane Austen,L'Abbaye de Northanger*|*Jane Austen
,
,
For Whom the Bell Tolls,Pour qui sonne le glas
Lord of the Rings*|*Divergent,Le Seigneur des anneaux*|*Divergente
Hunger Games*|*Wheel of Time,Hunger Games*|*La Roue du temps
Wheel of Time*|*Star Wars,"La Roue du temps*|*Star Wars, épisode IV : Un nouvel espoir"
Crime and Punishment,Crime et châtiment
,
Stephen King,Stephen King
It*|*Pet Sematary,Ça*|*Simetierre
Stephen King*|*Firestarter,Stephen King*|*Charlie
Harry Potter*|*Baby-Sitters Club,Harry Potter*|*Les Baby-Sitters
Beverly Cleary,Beverly Cleary
BSC*|*USA,Les Baby-Sitters*|*États-Unis
Harry Potter*|*Fifty Shades of Grey,Harry Potter*|*Cinquante nuances de Grey
The Lord of the Rings*|*Harry Potter,Le Seigneur des anneaux*|*Harry Potter
Fifty Shades,Cinquante nuances
Fifty Shades of Grey*|*Harry Potter,Cinquante nuances de Grey*|*Harry Potter
Lord of the Rings,Le Seigneur des anneaux
Of Mice and Men,Des souris et des hommes
The Chronicles of Narnia*|*Diary of a Wimpy Kid,Le Monde de Narnia*|*Journal d'un dégonflé
,
,
Charlotte's Web,La Toile de Charlotte
The Picture of Dorian Grey,Le Portrait de Dorian Grey
Of Mice and Men,Des souris et des hommes
Lord of the Rings,Le Seigneur des anneaux
,
The Hobbit*|*The Fellowship of the Ring,Le Hobbit*|*Le Seigneur des anneaux : La Communauté de l'anneau
Odyssey*|*Odysseus*|*Polyphemus,L'Odyssée*|*Ulysse*|*Polyphème
Gulliver's Travels,Les Voyages de Gulliver
,
Harry Potter and the Goblet of Fire,Harry Potter et la Coupe de feu
A Series of Unfortunate Events*|*The Wheel of Time,Les Désastreuses Aventures des orphelins Baudelaire*|*La Roue du temps
Don Quixote,Don Quichotte
The Metamorphosis*|*Franz Kafka,La Métamorphose*|*Franz Kafka
The Trial*|*Franz Kafka,Le Procès*|*Franz Kafka
A Song of Ice and Fire*|*Wheel of Time,Le Trône de fer*|*La Roue du temps
The Great Gatsby*|*Sherlock Holmes,Jay Gatsby*|*canon de Sherlock Holmes
Fifty Shades of Grey,Cinquante nuances de Grey
Little Prince,Le Petit Prince
The Lord of the Rings,Le Seigneur des anneaux
Stephen King*|*The Stand,Stephen King*|*Le Fléau
Stephen King*|*It,Stephen King*|*Ça
The Wheel of Time*|*The Sword of Truth,La Roue du temps*|*L'Épée de Vérité
Lord of the Rings*|*Dune,Le Seigneur des anneaux*|*Dune
Fear and Loathing in Las Vegas,Las Vegas Parano
,
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Louis Sachar*|*Holes,Louis Sachar*|*Le Passage
Tolkien*|*The Adventures of Tom Bombadil*|*Tree and Leaf,J. R. R. Tolkien*|*Les Aventures de Tom Bombadil*|*Tree and Leaf
C.S. Lewis*|*The Four Loves*|*The Great Divorce,C. S. Lewis*|*nan*|*Le Grand Divorce entre le ciel et la terre
,
William Gibson*|*Neuromancer,William Gibson*|*Neuromancien
The Lord of the Rings,Le Seigneur des anneaux
Prose Edda,Edda de Snorri
Robert Caro*|*Pulitzer Prize,Robert Caro*|*prix Pulitzer
David Donald*|*Pulitzer Prize,David Herbert Donald*|*prix Pulitzer
David McCullough*|*Pulitzer Prize,David McCullough*|*prix Pulitzer
John Updike*|*Pulitzer Prize,John Updike*|*prix Pulitzer
,
,
,
Stark*|*Game of Thrones,Stark*|*Le Trône de fer
Game of Thrones,Le Trône de fer
,
Booth Tarkington*|*Pulitzer Prize,Booth Tarkington*|*prix Pulitzer
Hogwarts*|*Harry Potter,Poudlard*|*Harry Potter
The Sound of Music,La Mélodie du bonheur
Millennium,Millénium
The Secret Garden,Le Jardin secret
New Testament,Nouveau Testament
Ebenezer Scrooge*|*A Christmas Carol,Ebenezer Scrooge*|*Un chant de Noël
Dark Tower,La Tour sombre
William Gibson*|*Neuromancer,William Gibson*|*Neuromancien
Hogwarts School of Witchcraft and Wizardry,Poudlard
Harry Potter*|*Hogwarts,Harry Potter*|*Poudlard
Hogwarts,Poudlard
Fellowship of the Ring,communauté de l'Anneau
Lord of the Rings,Le Seigneur des anneaux
Wizard of Oz,Le Magicien d'Oz
Stormlight Archive*|*Brandon Sanderson,Les Archives de Roshar*|*Brandon Sanderson
Inferno,Inferno
Ernest Hemingway*|*A Farewell to Arms,Ernest Hemingway*|*L'Adieu aux armes
,
Robert Frost,Robert Frost
Earth's Children,Les Enfants de la Terre
BSC*|*Baby-Sitters Club,Les Baby-Sitters*|*Les Baby-Sitters
Richard Ford*|*Pulitzer Prize,Richard Ford*|*prix Pulitzer
Harper Lee*|*Pulitzer Prize,Harper Lee*|*prix Pulitzer
Fifty Shades of Grey,Cinquante nuances de Grey
Goosebumps*|*R.L. Stine,Chair de poule*|*R. L. Stine
Space Trilogy,La Trilogie cosmique
Cosmic Trilogy,La Trilogie cosmique
John Updike,John Updike
Booth Tarkington,Booth Tarkington
Little Women,Les Quatre Filles du docteur March
Lord of the Rings*|*Shire,Le Seigneur des anneaux*|*La Comté
Moses,Moïse
Goosebumps,Chair de poule
Foundation*|*Isaac Asimov,Fondation*|*Isaac Asimov
Diary of a Wimpy Kid,Journal d'un dégonflé
Middle-earth*|*Lord of the Rings,Terre du Milieu*|*Le Seigneur des anneaux
Dark Tower,La Tour sombre
Sisterhood of the Traveling Pants,Quatre Filles et un jean
Ender's Game,Cycle d'Ender
Earthsea,Cycle de Terremer
Fifty Shades of Grey,Cinquante nuances de Grey
Lord of the Rings*|*Shelob,Le Seigneur des anneaux*|*Arachne
Lord of the Rings*|*Boromir,Le Seigneur des anneaux*|*Boromir
Lord of the Rings*|*Faramir,Le Seigneur des anneaux*|*Faramir
Diary of a Wimpy Kid,Journal d'un dégonflé
Silvia Moreno-Garcia*|*Nebula Award,Silvia Moreno-Garcia*|*prix Nebula
,
A Song of Ice and Fire,Le Trône de fer
A Song of Ice and Fire,Le Trône de fer
Adam Shankman,Adam Shankman
Holy Bible*|*God,Bible*|*nan
Wheel of Time*|*Robert Jordan,La Roue du temps*|*Robert Jordan
Wheel of Time*|*Robert Jordan,La Roue du temps*|*Robert Jordan
,
,
Stephen King*|*The Dark Tower,Stephen King*|*La Tour sombre
Percy Jackson,Percy Jackson
George Orwell*|*Georgia,George Orwell*|*Géorgie
,
Diary of a Wimpy Kid,Journal d'un dégonflé
,
,
Nebula Award,prix Nebula
A Song of Ice and Fire,Le Trône de fer
,
,
Howard University*|*Nobel Prize,université Howard*|*prix Nobel
Godfather,Le Parrain
Pulitzer Prize,prix Pulitzer
Pulitzer Prize,prix Pulitzer
Nebula Award,prix Nebula
Dark Tower,La Tour sombre
England,royaume d'Angleterre
Herman Melville*|*Ahab,Herman Melville*|*Capitaine Achab
Goosebumps,Chair de poule
,
,
The Color Purple,La Couleur pourpre
,
Sisterhood of the Traveling Pants,Quatre Filles et un jean
Baby-Sitters Club,Les Baby-Sitters
Toni Morrison*|*Pulitzer Prize for Fiction,Toni Morrison*|*prix Pulitzer de la fiction
Caldecott Medal*|*Grand Rapids*|*Michigan,médaille Caldecott*|*Grand Rapids*|*lac Michigan
Stephen King*|*Different Seasons,Stephen King*|*Différentes Saisons
Defense Against the Dark Arts*|*Harry Potter,Défense contre les forces du mal*|*Harry Potter
Hitchhiker's Guide to the Galaxy,Le Guide du voyageur galactique
,
Star Wars: Dark Force Rising,La Bataille des Jedi
Pale Fire,Feu pâle
A Portrait of the Artist as a Young Man,Portrait de l'artiste en jeune homme
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Caldecott Medal,médaille Caldecott
Newbery Medal,médaille Newbery
,
,
,
,
The Secret Garden,Le Jardin secret
Thinner,La Peau sur les os
The Grapes of Wrath,Les Raisins de la colère
Nobel Prize,prix Nobel
Nobel Prize,prix Nobel
,
Goosebumps,Chair de poule
Hobbit,Le Hobbit
Don Quixote,Don Quichotte
,
Adventures of Huckleberry Finn,Les Aventures de Huckleberry Finn
Nobel Prize,prix Nobel
,
Canadian*|*The Handmaid's Tale,Canadiens*|*The Handmaid's Tale
"The Lion, the Witch and the Wardrobe","Le Lion, la Sorcière blanche et l'Armoire magique"
,
Charlotte's Web,La Toile de Charlotte
,
,
Don Quixote,Don Quichotte
George R.R. Martin*|*A Song of Ice and Fire,George R. R. Martin*|*Le Trône de fer
Crime and Punishment,Crime et châtiment
A Christmas Carol,Un chant de Noël
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
The Adventures of Huckleberry Finn,Les Aventures de Huckleberry Finn
Animal Farm,La Ferme des animaux
The Grapes of Wrath,Les Raisins de la colère
Baby-Sitters Club*|*Smith College,Les Baby-Sitters*|*Smith College
Pet Sematary,Simetierre
Farewell to Arms,L'Adieu aux armes
Murder on the Orient Express,Le Crime de l'Orient-Express
Anne of Green Gables,Anne… la maison aux pignons verts
,
One Flew Over the Cuckoo's Nest,Vol au-dessus d'un nid de coucou
The Catcher in the Rye,L'Attrape-cœurs
The Catcher in the Rye,L'Attrape-cœurs
,
Fifty Shades of Grey,Cinquante nuances de Grey
The Awakening,Le Journal d'un vampire : Tome 1
Lord of the Rings,Le Seigneur des anneaux
,
Goosebumps,Chair de poule
,
J. K. Rowling,J. K. Rowling
Anne Rice*|*The Vampire Chronicles,Anne Rice*|*Chroniques des vampires
Stormlight Archive*|*Brandon Sanderson,Les Archives de Roshar*|*Brandon Sanderson
Lord of the Rings*|*J.R.R. Tolkien,Le Seigneur des anneaux*|*J. R. R. Tolkien
Wheel of Time*|*Robert Jordan*|*Brandon Sanderson,La Roue du temps*|*Robert Jordan*|*Brandon Sanderson
Ender's Shadow,La Stratégie de l'ombre
Fifty Shades of Grey,Cinquante nuances de Grey
,
,
Fifty Shades of Grey,Cinquante nuances de Grey
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Stephen King*|*Dark Tower,Stephen King*|*La Tour sombre
Baby-Sitters Club,Les Baby-Sitters
,
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
The Wheel of Time,La Roue du temps
The Wheel of Time,La Roue du temps
The Wheel of Time,La Roue du temps
The Bad Seed,La Mauvaise Graine
Wheel of Time,La Roue du temps
Wheel of Time,La Roue du temps
Wheel of Time,La Roue du temps
Wheel of Time,La Roue du temps
Wheel of Time,La Roue du temps
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
,
,
,
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
,
,
,
,
,
Goosebumps,Chair de poule
Lord of the Rings,Le Seigneur des anneaux
Goosebumps,Chair de poule
,
,
,
,
,
,
Bennet*|*Pride and Prejudice,Bennet*|*Orgueil et Préjugés
Nobel Prize,prix Nobel
Pulitzer Prize,prix Pulitzer
,
,
English,Anglais
The Lord of the Rings,Le Seigneur des anneaux
Pulitzer Prize,prix Pulitzer
,
,
Guinness Book of World Records,Livre Guinness des records
Guinness World Records,Livre Guinness des records
Wheel of Time,La Roue du temps
Booker Prize,prix Booker
,
,
The Chronicles of Narnia,Le Monde de Narnia
,
"The Lion, the Witch and the Wardrobe","Le Lion, la Sorcière blanche et l'Armoire magique"
Dan Brown*|*The Da Vinci Code,Dan Brown*|*Da Vinci Code
Marcel Proust*|*In Search of Lost Time,Marcel Proust*|*À la recherche du temps perdu
,
The Chronicles of Narnia,Le Monde de Narnia
Toni Morrison*|*Pulitzer Prize,Toni Morrison*|*prix Pulitzer
Lord of the Flies*|*Nobel Prize,Sa Majesté des mouches*|*prix Nobel
Jordan,Jordanie
Timothy Zahn,Timothy Zahn
A Song of Ice and Fire*|*Wheel of Time,Le Trône de fer*|*La Roue du temps
George R.R. Martin*|*ASOIAF,George R. R. Martin*|*Le Trône de fer
British,britannique
The Great Gatsby,Jay Gatsby
The Great Gatsby,Jay Gatsby
Great Gatsby,Gatsby le Magnifique
John Flanagan*|*Pulitzer Prize,John Flanagan*|*prix Pulitzer
Ray Bradbury*|*The Martian Chronicles,Ray Bradbury*|*Chroniques martiennes
The Wonderful Adventures of Nils*|*Sweden,Le Merveilleux Voyage de Nils Holgersson au pays des oies sauvages*|*Suède
Ernest Hemingway*|*The Old Man and the Sea,Ernest Hemingway*|*Le Vieil Homme et la Mer
