id,name,ar,de,es,fr,it,ja,ko,th,tr,zh
Q33132,Battle of Gettysburg,معركة غيتيسبيرغ,Schlacht von Gettysburg,Batalla de Gettysburg,bataille de Gettysburg,battaglia di Gettysburg,ゲティスバーグの戦い,게티즈버그 전투,ยุทธการเกตตีสเบิร์ก,Gettysburg Muharebesi,蓋茨堡之役
Q44401,Cayenne,كايين,Cayenne,Cayena,Cayenne,Caienna,カイエンヌ,카옌,กาแยน,Cayenne,卡宴
Q49,North America,أمريكا الشمالية,Nordamerika,América del Norte,Amérique du Nord,America del Nord,北アメリカ,북아메리카,ทวีปอเมริกาเหนือ,Kuzey Amerika,北美洲
Q21,England,إنجلترا,England,Inglaterra,Angleterre,Inghilterra,イングランド,잉글랜드,ประเทศอังกฤษ,İngiltere,英格兰
Q159,Russia,روسيا,Russland,Rusia,Russie,Russia,ロシア,러시아,ประเทศรัสเซีย,Rusya,俄罗斯
Q1371,West Virginia,فيرجينيا الغربية,West Virginia,Virginia Occidental,Virginie-Occidentale,Virginia Occidentale,ウェストバージニア州,웨스트버지니아주,รัฐเวสต์เวอร์จิเนีย,Batı Virginia,西維吉尼亞州
Q1032,Niger,النيجر,Niger,Níger,Niger,Niger,ニジェール,니제르,ประเทศไนเจอร์,Nijer,尼日尔
Q351,Yellowstone National Park,متنزه يلوستون الوطني,Yellowstone-Nationalpark,Parque Nacional Yellowstone,parc national de Yellowstone,Parco nazionale di Yellowstone,イエローストーン国立公園,옐로스톤 국립공원,อุทยานแห่งชาติเยลโลว์สโตน,Yellowstone Millî Parkı,黃石國家公園
Q583,Mont Blanc,مون بلون,Mont Blanc,Mont Blanc,mont Blanc,Monte Bianco,モンブラン,몽블랑산,มงบล็อง,Mont Blanc,勃朗峰
Q621,Versailles,فرساي,Versailles,Versalles,Versailles,Versailles,ヴェルサイユ,베르사유,แวร์ซาย,Versailles,凡尔赛
Q1842,Luxembourg,مدينة لوكسمبورغ,Luxemburg,Luxemburgo,Luxembourg,Lussemburgo,ルクセンブルク市,룩셈부르크,ลักเซมเบิร์ก,Lüksemburg,卢森堡市
Q6256,country,دولة,Land,país,pays,paese,国,나라,ประเทศ,ülke,國家
Q198,war,حرب,Krieg,guerra,guerre,guerra,戦争,전쟁,สงคราม,savaş,戰爭
Q34379,musical instrument,آلة موسيقية,Musikinstrument,instrumento musical,instrument de musique,strumento musicale,楽器,악기,เครื่องดนตรี,müzik aleti,乐器
Q34389,Whitney Houston,ويتني هيوستن,Whitney Houston,Whitney Houston,Whitney Houston,Whitney Houston,ホイットニー・ヒューストン,휘트니 휴스턴,วิตนีย์ ฮูสตัน,Whitney Houston,惠特妮·休斯顿
Q37200,Great Pyramid of Giza,الهرم الأكبر,Cheops-Pyramide,Gran pirámide de Giza,pyramide de Khéops,piramide di Cheope,ギザの大ピラミッド,기자의 대피라미드,พีระมิดคูฟู,Keops Piramidi,胡夫金字塔
Q33629,Kara Sea,بحر كارا,Karasee,mar de Kara,mer de Kara,mare di Kara,カラ海,카라해,ทะเลคารา,Kara Denizi,喀拉海
Q34221,Niagara Falls,شلالات نياغارا,Niagarafälle,Cataratas del Niágara,chutes du Niagara,cascate del Niagara,ナイアガラの滝,나이아가라 폭포,น้ำตกไนแอการา,Niagara Şelalesi,尼亚加拉瀑布
Q43653,Apollo 11,أبولو 11,Apollo 11,Apolo 11,Apollo 11,Apollo 11,アポロ11号,아폴로 11호,อะพอลโล 11,Apollo 11,阿波罗11号
Q46525,Pulitzer Prize,جائزة بوليتزر,Pulitzer-Preis,Premio Pulitzer,prix Pulitzer,Premio Pulitzer,ピューリッツァー賞,퓰리처상,รางวัลพูลิตเซอร์,Pulitzer Ödülü,普利策奖
Q8409,Alexander the Great,الإسكندر الأكبر,Alexander der Große,Alejandro Magno,Alexandre le Grand,Alessandro Magno,アレクサンドロス3世,알렉산드로스 대왕,อเล็กซานเดอร์มหาราช,III. Aleksandros,亚历山大大帝
Q14665,Emu War,حرب الإيمو,Emu War,Guerra del Emú,guerre des émeus,Guerra degli emù,エミュー戦争,에뮤 전쟁,สงครามนกอีมู,Emu Savaşı,鴯鶓戰爭
Q131976,Ptolemaic dynasty,بطالمة,Ptolemäer,dinastía ptolemaica,Lagides,dinastia tolemaica,プトレマイオス朝,프톨레마이오스 왕조,ราชวงศ์ทอเลมี,Ptolemaios Hanedanı,托勒密王朝
Q103618,Academy Award for Best Actress,جائزة الأوسكار لأفضل ممثلة,Oscar für die beste Hauptdarstellerin,Óscar a la mejor actriz,Oscar de la meilleure actrice,Oscar alla miglior attrice,アカデミー主演女優賞,아카데미 여우주연상,รางวัลออสการ์ สาขานักแสดงนำหญิงยอดเยี่ยม,En İyi Kadın Oyuncu Akademi Ödülü,奥斯卡最佳女主角奖
Q133054,Sylvia Plath,سيلفيا بلاث,Sylvia Plath,Sylvia Plath,Sylvia Plath,Sylvia Plath,シルヴィア・プラス,실비아 플래스,ซิลเวีย แพลธ,Sylvia Plath,希薇亞·普拉斯
Q23445,black,أسود,Schwarz,negro,noir,nero,黒,검정,สีดำ,siyah,黑色
Q153056,Destiny's Child,دستنيز تشايلد,Destiny's Child,Destiny's Child,Destiny's Child,Destiny's Child,デスティニーズ・チャイルド,데스티니스 차일드,เดสทินีส์ไชลด์,Destiny's Child,天命真女
Q194057,Mount Rainier,جبل رينييه,Mount Rainier,Monte Rainier,mont Rainier,Monte Rainier,レーニア山,레이니어산,ภูเขาเรเนียร์,Rainier Dağı,雷尼爾山
Q215410,Adventures of Huckleberry Finn,مغامرات هكلبيري فين,Die Abenteuer des Huckleberry Finn,Las aventuras de Huckleberry Finn,Les Aventures de Huckleberry Finn,Le avventure di Huckleberry Finn,ハックルベリー・フィンの冒険,허클베리 핀의 모험,,Huckleberry Finn'in Maceraları,頑童歷險記
Q277759,book series,سلسلة كتب,Buchreihe,serie de libros,série de livres,serie di libri,叢書,총서,,kitap serisi,丛书
Q483412,The Chronicles of Narnia,سجلات نارنيا,Die Chroniken von Narnia-Heptalogie,Las Crónicas de Narnia,Le Monde de Narnia,Le cronache di Narnia,ナルニア国物語,나니아 연대기,ตำนานแห่งนาร์เนีย,Narnia Günlükleri,納尼亞傳奇
Q639669,musician,موسيقي,Musiker,músico,musicien ou musicienne,musicista,音楽家,음악가,นักดนตรี,müzisyen,音樂家
Q865902,Aesop's Fables,حكايات إيسوب,Äsops Fabeln,fábulas de Esopo,fables d'Ésope,Favole di Esopo,イソップ寓話,이솝 우화,,Ezop Masalları,伊索寓言
Q956072,San Diego Stadium,ملعب كوالكوم,SDCCU Stadium,Estadio Qualcomm,Qualcomm Stadium,Qualcomm Stadium,クアルコム・スタジアム,퀄컴 경기장,,,高通体育场
Q16659538,gold mine,منجم ذهب,Goldmine,mina de oro,mine d'or,miniera d'oro,金山,금광,,,
Q22923830,2020 United States presidential election,الانتخابات الرئاسية الأمريكية 2020,Präsidentschaftswahl in den Vereinigten Staaten 2020,elecciones presidenciales de Estados Unidos de 2020,élection présidentielle américaine de 2020,elezioni presidenziali negli Stati Uniti d'America del 2020,2020年アメリカ合衆国大統領選挙,2020년 미국 대통령 선거,การเลือกตั้งประธานาธิบดีสหรัฐ พ.ศ. 2563,2020 Amerika Birleşik Devletleri başkanlık seçimleri,2020年美國總統選舉
Q7166256,First Lady of the United States,السيدة الأولى للولايات المتحدة,First Lady der Vereinigten Staaten,primera dama de los Estados Unidos,première dame des États-Unis,first lady degli Stati Uniti d'America,アメリカ合衆国のファーストレディ,미국의 대통령 배우자,สุภาพสตรีหมายเลขหนึ่งแห่งสหรัฐอเมริกา,Amerika Birleşik Devletleri'nde First Lady,美國第一夫人
Q1145690,Saw,سو,Saw,Saw,Saw,Saw,ソウシリーズ,쏘우,,Testere (Film serisi),奪魂鋸系列
Q1150105,University of Tennessee,جامعة تينيسي,University of Tennessee,Universidad de Tennessee,université du Tennessee,Università del Tennessee,テネシー大学,테네시 대학교,,Tennessee Üniversitesi,田納西大學
Q1211934,Hispanics,هيسبانو,Hispanics,hispanos,hispanique,ispanica,ヒスパニック,히스패닉,,İspanik,西班牙裔
Q1555385,Thrawn trilogy,,Thrawn-Trilogie,Trilogía de Thrawn,La Croisade noire du Jedi fou,Trilogia di Thrawn,スローン三部作,,,,帝國傳承
Q102225,Harry Potter and the Goblet of Fire,هاري بوتر وكأس النار,Harry Potter und der Feuerkelch,Harry Potter y el cáliz de fuego,Harry Potter et la Coupe de feu,Harry Potter e il calice di fuoco,ハリー・ポッターと炎のゴブレット,해리 포터와 불의 잔,แฮร์รี่ พอตเตอร์กับถ้วยอัคนี,Harry Potter ve Ateş Kadehi,哈利波特：火盃的考驗
Q200920,For Whom the Bell Tolls,لمن تقرع الأجراس,Wem die Stunde schlägt,Por quién doblan las campanas,Pour qui sonne le glas,Per chi suona la campana,誰がために鐘は鳴る,누구를 위하여 종은 울리나,ศึกสเปญ,Çanlar Kimin İçin Çalıyor,戰地鐘聲
Q662029,Neuromancer,نيورومانسر,Neuromancer,Neuromante,Neuromancien,Neuromante,ニューロマンサー,뉴로맨서,,Neuromancer,神經浪遊者
Q925144,Triwizard Tournament,,Trimagisches Turnier,Torneo de los tres magos,Tournoi des Trois Sorciers,,,,,Üçbüyücü Turnuvası,三巫鬥法大賽
Q973053,The Cat in the Hat,القط ذو القبعة,Der Kater mit Hut,El gato en el sombrero,Le Chat chapeauté,Il gatto col cappello,,,,Şapkadaki Kedi,魔法靈貓
Q1088558,Night's Watch,,,Guardia de la Noche,Garde de Nuit,Guardiani della notte,,,,,守夜人军团
Q4809034,Assistant Secretary of the Navy,,,Secretario Asistente de La Armada,secrétaire adjoint de la marine des États-Unis,,アメリカ合衆国海軍次官補,,,,海軍助理部長
Q12177407,Berlin Airlift,,Berliner Luftbrücke,Puente aéreo de Berlin,Pont aérien de Berlin,Ponte aereo per Berlino,ベルリン大空輸,베를린 공수작전,,,柏林空运
Q5086,Berlin Wall,جدار برلين,Berliner Mauer,Muro de Berlín,Mur de Berlin,Muro di Berlino,ベルリンの壁,베를린 장벽,กำแพงเบอร์ลิน,Berlin Duvarı,柏林圍牆
Q51,Antarctica,القارة القطبية الجنوبية,Antarktika,Antártida,Antarctique,Antartide,南極大陸,남극,ทวีปแอนตาร์กติกา,Antarktika,南極洲
Q40169,Assyria,آشوريا,,Asiria,Assyrie,Assiria,アッシュリア属州,아시리아 속주,,Asurya,亞述 (羅馬行省)
Q155,Brazil,البرازيل,Brasilien,Brasil,Brésil,Brasile,ブラジル,브라질,ประเทศบราซิล,Brezilya,巴西
Q1049,Sudan,السودان,Sudan,Sudán,Soudan,Sudan,スーダン,수단,ประเทศซูดาน,Sudan,苏丹
Q1345,Philadelphia,فيلادلفيا,Philadelphia,Filadelfia,Philadelphie,Filadelfia,フィラデルフィア,필라델피아,ฟิลาเดลเฟีย,Philadelphia,費城
Q91,Abraham Lincoln,أبراهام لينكون,Abraham Lincoln,Abraham Lincoln,Abraham Lincoln,Abraham Lincoln,エイブラハム・リンカーン,에이브러햄 링컨,เอบราแฮม ลิงคอล์น,Abraham Lincoln,亞伯拉罕·林肯
Q25,Wales,ويلز,Wales,Gales,pays de Galles,Galles,ウェールズ,웨일스,ประเทศเวลส์,Galler,威爾斯
Q4604,Confucius,كونفوشيوس,Konfuzius,Confucio,Confucius,Confucio,孔子,공자,ขงจื๊อ,Konfüçyüs,孔子
Q2763,The Holocaust,الهولوكوست,Holocaust,Holocausto,Shoah,Olocausto,ホロコースト,홀로코스트,ฮอโลคอสต์,Holokost,猶太人大屠殺
Q3769,French Guiana,غويانا الفرنسية,Französisch-Guayana,Guayana Francesa,Guyane,Guyana francese,フランス領ギアナ,프랑스령 기아나,เฟรนช์เกียนา,French Guiana,法屬圭亞那
Q4558,Cascade Range,جبال كاسكيد,Kaskadenkette,Cordillera de las Cascadas,chaîne des Cascades,Catena delle Cascate,カスケード山脈,캐스케이드산맥,,Cascade Sıradağları,喀斯喀特山脉
Q5389,Olympic Games,الألعاب الأولمبية,Olympische Spiele,Juegos Olímpicos,Jeux olympiques,giochi olimpici,近代オリンピック,올림픽,กีฬาโอลิมปิก,Olimpiyat Oyunları,奥林匹克运动会
Q9168,Persian,الفارسية,Persisch,persa,persan,persiano,ペルシア語,페르시아어,ภาษาเปอร์เซีย,Farsça,波斯語
Q9202,Statue of Liberty,تمثال الحرية,Freiheitsstatue,Estatua de la Libertad,statue de la Liberté,Statua della Libertà,自由の女神像,자유의 여신상,อนุสาวรีย์เทพีเสรีภาพ,Özgürlük Heykeli,自由女神像
Q23434,Ernest Hemingway,إرنست همينغوي,Ernest Hemingway,Ernest Hemingway,Ernest Hemingway,Ernest Hemingway,アーネスト・ヘミングウェイ,어니스트 헤밍웨이,เออร์เนสต์ เฮมิงเวย์,Ernest Hemingway,欧内斯特·海明威
Q13371,Harvard University,جامعة هارفارد,Harvard University,Universidad Harvard,université Harvard,Università di Harvard,ハーバード大学,하버드 대학교,มหาวิทยาลัยฮาร์วาร์ด,Harvard Üniversitesi,哈佛大學
Q9430,ocean,محيط,Ozean,océano,océan,oceano,海洋,대양,มหาสมุทร,okyanus,海洋
Q25338,The Little Prince,الأمير الصغير,Der kleine Prinz,El Principito,Le Petit Prince,Il piccolo principe,星の王子さま,어린 왕자,เจ้าชายน้อย,Küçük Prens,小王子
Q37643,Gulf War,حرب الخليج الثانية,Zweiter Golfkrieg,Guerra del Golfo,guerre du Golfe,guerra del Golfo,湾岸戦争,걸프 전쟁,สงครามอ่าวเปอร์เซีย,Körfez Savaşı,波斯灣戰爭
Q45585,The Starry Night,ليلة النجوم,Sternennacht,La noche estrellada,La Nuit étoilée,Notte stellata,星月夜,별이 빛나는 밤,ราตรีประดับดาว,Yıldızlı Gece,星夜
Q49088,Columbia University,جامعة كولومبيا,Columbia University,Universidad de Columbia,université Columbia,Columbia University,コロンビア大学,컬럼비아 대학교,มหาวิทยาลัยโคลัมเบีย,Columbia Üniversitesi,哥倫比亞大學
Q62378,Tower of London,برج لندن,Tower of London,Torre de Londres,tour de Londres,Torre di Londra,ロンドン塔,런던탑,หอคอยแห่งลอนดอน,Londra Kalesi,倫敦塔
Q49208,Rhode Island School of Design,كلية رود أيلاند للتصميم,Rhode Island School of Design,Escuela de Diseño de Rhode Island,École de design de Rhode Island,Rhode Island School of Design,ロード・アイランド・スクール・オヴ・デザイン,로드아일랜드 디자인대학교,โรงเรียนดีไซน์โรดไอแลนด์,,羅德島設計學院
Q116546,Earthsea series,,Erdseehexalogy-Zyklus,Terramar,Cycle de Terremer,Ciclo di Earthsea,ゲド戦記,어스시,,Yerdeniz,地海
Q160082,Booker Prize,جائزة بوكر,Man Booker Prize,Premio Booker,prix Booker,Booker Prize,ブッカー賞,부커상,รางวัลแมนบุคเคอร์,Man Booker Ödülü,布克奖
Q170495,Topkapı Palace,قصر طوب قابي,Topkapı-Palast,palacio de Topkapı,palais de Topkapı,Palazzo di Topkapı,トプカプ宮殿,톱카프 궁전,พระราชวังโทพคาปึ,Topkapı Sarayı,托普卡帕宫
Q162062,Pentateuch,,Pentateuch,Pentateuco,Pentateuque,Pentateuco,モーセ五書,모세오경,,,摩西五经
Q169031,glove,قفاز,Handschuh,guante,gant,guanto,手袋,장갑,ถุงมือ,Eldiven,手套
Q181264,Mycenaean Greece,يونان الموكيانية,Mykenische Kultur,civilización micénica,civilisation mycénienne,civiltà micenea,ミケーネ文明,미케네 문명,อารยธรรมไมซีนี,Miken Uygarlığı,迈锡尼文明
Q217450,Treaty of Paris (1783),اتفاقية باريس,Frieden von Paris,Tratado de París,traité de Paris,trattato di Parigi,パリ条約,파리 조약,สนธิสัญญาปารีส (ค.ศ. 1783),Paris Antlaşması,巴黎條約
